datetime,stop_name,latitude,longitude,stop_type,passenger_count,hour_of_day,day_of_week,is_weekend,is_public_holiday,is_school_dismissal_time,is_hightide,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,lag_1_hour_demand,lag_24_hour_demand,rolling_3_hour_avg_demand,rolling_6_hour_avg_demand
2023-01-03 09:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,19,9,1,0,0,0,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,19.0,21.0,19.666666666666668,20.5
2023-01-03 10:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,23,10,1,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,19.0,22.0,20.333333333333332,21.0
2023-01-03 11:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,23,11,1,0,0,0,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,23.0,19.0,21.666666666666668,21.0
2023-01-03 12:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,42,12,1,0,0,0,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,23.0,59.0,29.333333333333332,24.5
2023-01-03 13:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,38,13,1,0,0,0,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,42.0,51.0,34.333333333333336,27.333333333333332
2023-01-03 14:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,20,14,1,0,0,0,1,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,38.0,24.0,33.333333333333336,27.5
2023-01-03 15:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,20,15,1,0,0,1,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,20.0,20.0,26.0,27.666666666666668
2023-01-03 16:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,19,16,1,0,0,1,0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,20.0,23.0,19.666666666666668,27.0
2023-01-03 17:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,21,17,1,0,0,1,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,19.0,22.0,20.0,26.666666666666668
2023-01-03 18:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,45,18,1,0,0,0,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,21.0,55.0,28.333333333333332,27.166666666666668
2023-01-03 19:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,36,19,1,0,0,0,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,45.0,52.0,34.0,26.833333333333332
2023-01-03 20:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,19,20,1,0,0,0,1,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,36.0,19.0,33.333333333333336,26.666666666666668
2023-01-03 21:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,19,21,1,0,0,0,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,19.0,18.0,24.666666666666668,26.5
2023-01-03 22:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,20,22,1,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,19.0,20.0,19.333333333333332,26.666666666666668
2023-01-03 23:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,22,23,1,0,0,0,0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,20.0,19.0,20.333333333333332,26.833333333333332
2023-01-04 00:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,22,0,2,0,0,0,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,22.0,23.0,21.333333333333332,23.0
2023-01-04 01:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,17,1,2,0,0,0,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,22.0,21.0,20.333333333333332,19.833333333333332
2023-01-04 02:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,19,2,2,0,0,0,1,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,17.0,22.0,19.333333333333332,19.833333333333332
2023-01-04 03:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,22,3,2,0,0,0,0,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.22252093395631434,19.0,20.0,19.333333333333332,20.333333333333332
2023-01-04 04:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,22,4,2,0,0,0,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,22.0,20.0,21.0,20.666666666666668
2023-01-04 05:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,17,5,2,0,0,0,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,22.0,23.0,20.333333333333332,19.833333333333332
2023-01-04 06:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,21,6,2,0,0,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,17.0,21.0,20.0,19.666666666666668
2023-01-04 07:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,21,7,2,0,0,0,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,21.0,21.0,19.666666666666668,20.333333333333332
2023-01-04 08:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,19,8,2,0,0,0,1,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,21.0,19.0,20.333333333333332,20.333333333333332
2023-01-04 09:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,21,9,2,0,0,0,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,19.0,19.0,20.333333333333332,20.166666666666668
2023-01-04 10:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,20,10,2,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,21.0,23.0,20.0,19.833333333333332
2023-01-04 11:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,18,11,2,0,0,0,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,20.0,23.0,19.666666666666668,20.0
2023-01-04 12:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,60,12,2,0,0,0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,18.0,42.0,32.666666666666664,26.5
2023-01-04 13:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,60,13,2,0,0,0,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,60.0,38.0,46.0,33.0
2023-01-04 14:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,23,14,2,0,0,0,1,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,60.0,20.0,47.666666666666664,33.666666666666664
2023-01-04 15:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,21,15,2,0,0,1,0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,23.0,20.0,34.666666666666664,33.666666666666664
2023-01-04 16:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,21,16,2,0,0,1,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,21.0,19.0,21.666666666666668,33.833333333333336
2023-01-04 17:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,21,17,2,0,0,1,0,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,21.0,21.0,21.0,34.333333333333336
2023-01-04 18:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,53,18,2,0,0,0,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,21.0,45.0,31.666666666666668,33.166666666666664
2023-01-04 19:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,56,19,2,0,0,0,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,53.0,36.0,43.333333333333336,32.5
2023-01-04 20:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,19,20,2,0,0,0,1,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,56.0,19.0,42.666666666666664,31.833333333333332
2023-01-04 21:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,21,21,2,0,0,0,0,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,19.0,19.0,32.0,31.833333333333332
2023-01-04 22:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,20,22,2,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,21.0,20.0,20.0,31.666666666666668
2023-01-04 23:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,17,23,2,0,0,0,0,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,20.0,22.0,19.333333333333332,31.0
2023-01-05 00:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,18,0,3,0,0,0,0,0.0,1.0,0.43388373911755823,-0.900968867902419,17.0,22.0,18.333333333333332,25.166666666666668
2023-01-05 01:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,21,1,3,0,0,0,0,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,18.0,17.0,18.666666666666668,19.333333333333332
2023-01-05 02:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,15,2,3,0,0,0,1,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,21.0,19.0,18.0,18.666666666666668
2023-01-05 03:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,20,3,3,0,0,0,0,0.7071067811865476,0.7071067811865476,0.43388373911755823,-0.900968867902419,15.0,22.0,18.666666666666668,18.5
2023-01-05 04:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,22,4,3,0,0,0,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,20.0,22.0,19.0,18.833333333333332
2023-01-05 05:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,23,5,3,0,0,0,0,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,22.0,17.0,21.666666666666668,19.833333333333332
2023-01-05 06:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,18,6,3,0,0,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,23.0,21.0,21.0,19.833333333333332
2023-01-05 07:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,21,7,3,0,0,0,0,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,18.0,21.0,20.666666666666668,19.833333333333332
2023-01-05 08:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,21,8,3,0,0,0,1,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,21.0,19.0,20.0,20.833333333333332
2023-01-05 09:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,23,9,3,0,0,0,0,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,21.0,21.0,21.666666666666668,21.333333333333332
2023-01-05 10:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,21,10,3,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,23.0,20.0,21.666666666666668,21.166666666666668
2023-01-05 11:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,21,11,3,0,0,0,0,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,21.0,18.0,21.666666666666668,20.833333333333332
2023-01-05 12:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,52,12,3,0,0,0,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,21.0,60.0,31.333333333333332,26.5
2023-01-05 13:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,57,13,3,0,0,0,0,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,52.0,60.0,43.333333333333336,32.5
2023-01-05 14:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,21,14,3,0,0,0,1,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,57.0,23.0,43.333333333333336,32.5
2023-01-05 15:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,21,15,3,0,0,1,0,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,21.0,21.0,33.0,32.166666666666664
2023-01-05 16:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,19,16,3,0,0,1,0,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,21.0,21.0,20.333333333333332,31.833333333333332
2023-01-05 17:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,20,17,3,0,0,1,0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,19.0,21.0,20.0,31.666666666666668
2023-01-05 18:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,43,18,3,0,0,0,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,20.0,53.0,27.333333333333332,30.166666666666668
2023-01-05 19:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,52,19,3,0,0,0,0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,43.0,56.0,38.333333333333336,29.333333333333332
2023-01-05 20:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,16,20,3,0,0,0,1,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,52.0,19.0,37.0,28.5
2023-01-05 21:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,17,21,3,0,0,0,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,16.0,21.0,28.333333333333332,27.833333333333332
2023-01-05 22:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,22,22,3,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,17.0,20.0,18.333333333333332,28.333333333333332
2023-01-05 23:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,23,23,3,0,0,0,0,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,22.0,17.0,20.666666666666668,28.833333333333332
2023-01-06 00:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,20,0,4,0,0,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,23.0,18.0,21.666666666666668,25.0
2023-01-06 01:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,18,1,4,0,0,0,0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,20.0,21.0,20.333333333333332,19.333333333333332
2023-01-06 02:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,22,2,4,0,0,0,1,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,18.0,15.0,20.0,20.333333333333332
2023-01-06 03:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,18,3,4,0,0,0,0,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,22.0,20.0,19.333333333333332,20.5
2023-01-06 04:00:00,7 Eleven Bonuan,16.075331,120.342945,commercial,18,4,4,0,0,0,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,18.0,22.0,19.333333333333332,19.833333333333332
